CO,Gas,Temp,Humidity,Pressure,Oxygen,Alert,Escape_Time
2.71,0.31,34.38,50.09,1055.2,21.03,no
0.43,1.64,27.36,52.02,1069.17,19.99,no
0.76,1.99,32.43,55.94,974.75,19.41,no
4.89,1.61,23.89,59.68,1039.6,20.79,no
0.76,0.75,34.85,31.03,1038.4,20.47,no
0.51,0.17,28.11,36.34,1052.79,20.15,no
3.57,1.04,24.16,51.33,1043.52,21.03,no
3.38,0.12,25.83,35.89,965.57,20.51,no
2.97,0.98,25.19,61.37,931.66,20.53,no
4.28,0.23,25.58,61.79,1067.99,19.13,no
3.93,0.99,28.98,31.89,902.41,19.93,no
4.18,1.15,22.36,54.79,1002.46,20.61,no
3.03,1.6,29.22,63.33,1015.89,20.63,no
2.42,0.44,30.58,47.74,1062.69,19.96,no
3.26,0.24,34.7,51.65,974.22,19.56,no
1.04,0.32,24.85,39.05,1001.46,21.05,no
3.0,1.67,34.56,39.63,1027.82,19.65,no
1.69,1.6,23.76,67.68,1057.99,20.35,no
4.01,1.45,31.94,63.4,1091.44,19.59,no
3.22,1.97,33.01,62.85,949.34,20.5,no
2.7,0.17,33.27,53.2,916.33,20.11,no
0.24,1.53,21.09,53.27,907.45,19.76,no
1.73,0.48,29.02,54.8,994.54,19.21,no
4.33,1.38,34.87,61.98,1014.61,19.83,no
4.39,0.22,26.38,60.96,1073.31,21.36,no
1.04,1.55,28.75,40.68,1034.87,19.13,no
1.34,0.83,21.1,57.45,961.26,20.76,no
3.06,1.13,26.76,42.88,933.4,19.37,no
4.21,1.3,20.98,30.44,1034.71,19.18,no
2.59,0.45,28.73,46.75,991.03,20.95,no
2.75,0.15,21.19,61.29,1080.29,19.37,no
1.02,1.36,30.94,39.01,939.59,20.18,no
2.73,0.57,34.01,42.13,1068.1,20.01,no
1.1,0.8,21.39,51.77,928.44,20.41,no
0.72,1.12,34.21,69.99,1032.27,19.6,no
3.96,0.33,31.19,43.19,1013.19,19.66,no
1.87,1.2,22.93,60.66,940.14,20.96,no
3.47,1.73,21.74,49.58,1095.14,21.44,no
2.67,1.87,31.22,55.21,1022.36,19.36,no
3.8,0.51,20.49,65.15,1067.89,19.12,no
0.23,1.33,21.33,35.97,1062.63,19.85,no
4.99,1.67,30.02,36.66,1057.63,19.85,no
1.8,0.64,31.87,63.72,939.4,19.32,no
0.6,1.37,28.25,58.02,1012.74,19.22,no
4.04,1.14,20.13,66.53,940.3,20.04,no
3.37,0.8,32.62,58.23,958.84,19.74,no
4.22,0.51,20.2,46.97,1002.46,19.79,no
0.82,1.55,28.68,49.84,1038.93,19.18,no
4.22,0.27,27.34,38.27,1070.15,19.59,no
3.84,0.27,27.77,65.6,1055.71,20.38,no
4.52,0.6,32.91,44.04,990.1,21.07,no
1.38,0.22,30.4,44.72,1017.26,21.43,no
3.09,1.23,23.02,56.0,1086.56,19.47,no
1.15,0.41,26.5,61.75,997.08,20.75,no
4.93,1.24,32.03,68.46,1067.74,20.0,no
2.32,0.57,31.1,58.07,1092.83,21.11,no
2.37,0.81,28.04,39.3,910.17,21.5,no
2.6,1.77,28.46,53.29,1007.91,20.56,no
1.52,1.88,24.29,53.92,1017.89,20.02,no
4.7,1.29,25.95,50.38,992.43,21.34,no
1.54,1.83,31.83,45.41,914.17,20.09,no
3.84,1.71,20.09,38.91,1054.94,19.67,no
2.6,1.67,31.49,40.24,920.96,19.11,no
2.5,0.75,28.96,56.71,1043.28,19.92,no
2.77,1.25,22.48,57.34,965.14,19.8,no
1.68,0.74,34.85,56.23,1019.59,21.46,no
2.59,0.18,21.51,48.96,951.03,19.25,no
1.76,1.01,31.07,42.03,1095.37,20.48,no
3.01,0.97,24.31,32.56,906.32,19.21,no
1.65,1.47,30.17,62.25,1034.16,21.25,no
1.03,0.23,34.94,56.05,1094.97,20.59,no
4.21,1.48,20.67,40.92,1032.79,20.84,no
4.12,1.69,25.86,33.0,1011.65,21.13,no
0.83,0.41,32.39,46.54,976.59,19.32,no
3.08,1.47,24.95,68.13,1015.27,19.74,no
4.46,1.01,32.77,60.54,924.02,19.88,no
1.67,1.25,32.96,49.64,960.37,19.16,no
2.12,1.36,23.54,55.37,1073.13,20.1,no
1.51,0.51,21.98,45.7,1083.29,19.87,no
1.62,0.64,29.81,33.62,1004.69,21.25,no
0.94,0.32,22.78,63.77,1091.38,19.8,no
1.41,0.38,21.77,45.92,949.74,20.4,no
2.6,0.33,34.53,31.13,956.57,20.5,no
3.51,0.6,27.99,47.5,1062.61,19.34,no
3.54,0.66,29.06,42.35,1014.68,19.59,no
1.8,1.7,21.79,59.25,1008.62,20.45,no
1.28,0.33,29.09,58.67,942.59,20.78,no
2.11,0.46,28.96,31.04,1013.19,20.69,no
3.88,1.81,33.49,68.22,1052.77,20.72,no
1.52,1.91,20.84,69.42,1028.17,20.63,no
1.14,0.2,27.79,48.0,989.59,21.1,no
2.24,0.45,29.75,30.38,1052.97,20.01,no
0.81,0.23,21.05,57.25,921.48,20.52,no
3.51,1.34,25.18,61.39,943.15,21.09,no
4.95,1.1,25.17,40.65,1098.34,21.42,no
0.8,0.78,30.38,38.74,919.36,19.44,no
4.41,1.32,31.88,35.45,962.65,19.74,no
1.73,1.01,32.88,56.76,934.06,21.01,no
3.04,0.2,31.17,65.32,1042.81,20.81,no
2.76,1.81,24.92,49.64,971.97,19.0,no
0.42,0.62,21.88,45.53,1039.55,19.98,no
1.22,0.6,34.53,41.75,1038.88,21.19,no
1.17,1.73,31.55,47.99,1074.24,21.01,no
1.14,1.05,23.67,32.88,1018.88,19.76,no
2.18,0.24,23.63,53.76,980.15,20.51,no
0.15,0.11,25.8,57.94,961.14,19.23,no
4.3,1.41,29.79,47.22,974.49,20.36,no
1.25,0.86,29.51,63.07,968.64,19.95,no
1.71,0.84,31.12,60.37,1014.25,19.67,no
0.58,1.07,22.87,32.91,949.38,19.93,no
0.32,0.67,33.25,49.66,964.89,19.29,no
3.93,1.76,24.42,30.94,980.25,20.04,no
0.75,0.67,22.51,48.74,925.9,20.93,no
1.48,0.96,26.85,46.27,952.96,19.79,no
3.68,1.89,34.66,64.26,957.61,19.67,no
2.9,0.96,23.38,53.7,1055.72,21.21,no
2.82,0.49,24.39,42.48,989.8,20.64,no
1.07,1.85,33.95,48.35,1082.07,20.17,no
3.21,1.73,20.93,42.04,931.63,19.27,no
1.24,1.84,31.3,55.68,1007.09,19.72,no
4.59,1.11,31.31,50.32,905.87,19.9,no
1.2,1.38,20.91,56.93,1070.53,20.39,no
0.38,1.19,30.42,64.21,1080.27,21.08,no
2.7,1.33,30.93,43.9,1063.84,21.26,no
0.55,0.74,22.39,38.1,989.6,20.51,no
4.52,0.64,22.64,32.54,1026.48,20.47,no
0.78,1.78,32.91,41.09,1015.12,20.03,no
1.34,0.98,31.01,62.53,958.0,20.9,no
4.33,0.29,20.1,32.7,1051.94,20.41,no
3.54,0.91,30.37,61.74,1059.87,21.11,no
4.19,1.99,30.18,63.09,1011.7,20.81,no
1.5,1.24,29.97,43.64,1058.6,19.67,no
2.92,0.47,23.49,30.22,1038.88,19.95,no
2.13,1.28,32.53,64.52,978.19,19.88,no
1.62,1.82,31.62,69.25,979.64,21.08,no
1.55,1.6,32.72,39.63,1025.68,19.01,no
4.17,0.71,21.97,65.1,942.83,19.55,no
2.59,0.93,27.85,53.36,1011.79,19.22,no
0.23,1.8,20.45,66.83,993.24,20.96,no
0.79,1.22,30.72,57.72,998.48,21.34,no
1.37,0.96,34.85,45.94,1077.25,19.0,no
2.08,1.0,22.03,67.3,1061.3,19.38,no
3.15,0.66,33.05,45.88,977.29,21.12,no
4.22,0.66,21.92,54.81,992.96,19.08,no
4.3,1.8,24.93,39.73,906.92,20.15,no
1.37,0.73,32.52,37.32,1076.38,21.33,no
4.66,1.56,34.23,54.34,937.23,21.04,no
2.41,1.32,29.03,49.43,921.36,21.0,no
0.32,0.29,21.37,35.72,1078.62,21.26,no
3.47,1.62,26.51,47.56,973.51,19.74,no
0.92,0.95,25.15,58.31,1045.39,20.96,no
2.59,1.73,28.78,48.27,1082.02,20.46,no
0.57,0.8,32.4,64.01,968.39,19.09,no
4.14,1.3,27.97,53.4,929.69,19.1,no
1.59,1.68,30.16,35.31,986.43,21.4,no
2.81,0.74,25.4,37.31,941.47,19.06,no
0.3,0.27,24.11,40.57,969.21,21.28,no
0.62,1.12,29.92,47.23,929.3,20.55,no
3.21,0.27,27.08,49.42,923.54,19.03,no
4.09,0.77,28.06,48.31,996.69,19.97,no
2.86,1.7,32.8,50.61,1039.39,20.9,no
2.62,1.29,24.93,50.91,1085.96,19.16,no
1.06,0.15,31.68,48.89,1057.54,20.08,no
3.12,1.62,34.02,56.35,961.34,19.01,no
0.94,1.9,24.14,58.48,993.89,19.78,no
4.75,0.5,31.43,42.15,1006.14,19.1,no
2.13,0.88,24.96,30.91,1069.01,19.64,no
3.07,0.3,20.94,30.33,1020.51,20.76,no
2.1,0.97,30.4,49.58,997.08,21.22,no
0.53,1.09,29.18,54.47,1025.25,20.72,no
4.51,1.99,30.04,37.57,973.13,20.84,no
4.78,1.94,28.79,36.36,966.56,19.97,no
2.58,0.67,22.77,64.22,1065.66,20.12,no
4.03,0.32,32.26,33.03,1049.2,19.53,no
2.19,2.0,35.0,65.24,1019.86,19.37,no
1.07,0.17,31.53,41.06,1044.93,21.47,no
1.73,1.62,32.97,56.8,1036.68,20.53,no
1.68,1.55,34.93,65.75,1045.21,21.03,no
3.09,0.36,25.69,52.74,1053.81,19.84,no
1.85,0.36,27.55,67.95,1005.07,19.37,no
2.77,0.7,25.98,33.87,1023.48,19.0,no
2.13,0.24,20.25,44.0,1011.05,19.66,no
0.91,0.7,21.27,35.29,969.39,20.11,no
4.6,1.38,24.59,45.4,1017.24,20.64,no
4.53,0.49,20.61,54.88,1080.74,20.13,no
3.22,0.28,27.6,69.88,947.5,20.25,no
2.06,1.82,27.68,60.48,903.41,21.23,no
0.2,1.53,29.91,46.29,1063.89,20.39,no
0.25,0.93,25.37,39.47,924.57,20.15,no
1.99,1.42,23.79,31.08,904.61,20.83,no
0.33,1.82,29.28,49.17,986.03,19.89,no
1.06,0.9,33.06,45.83,1021.27,20.55,no
2.02,0.4,24.84,49.14,972.43,20.41,no
4.9,1.59,25.59,69.03,930.25,19.12,no
2.46,1.01,23.04,31.11,999.58,19.91,no
4.32,1.81,33.69,64.89,976.86,20.31,no
2.61,0.12,22.02,50.68,914.9,20.72,no
2.85,1.86,31.83,45.09,1059.63,20.16,no
0.51,1.96,31.0,34.64,1068.83,21.49,no
1.55,0.57,32.25,46.67,988.37,21.47,no
2.66,0.33,23.14,40.28,907.26,19.42,no
4.34,0.55,24.84,36.2,1023.5,20.56,no
4.62,0.66,21.78,53.01,1036.54,19.13,no
4.49,0.12,24.56,34.69,952.83,19.15,no
0.52,1.36,20.66,49.53,1078.48,21.19,no
3.46,1.53,22.07,57.22,1027.52,19.13,no
4.53,1.97,32.7,40.04,1049.07,20.5,no
3.06,1.81,24.46,34.14,930.5,20.96,no
3.39,1.85,30.25,43.83,934.85,20.81,no
2.44,0.47,29.44,36.42,976.29,19.56,no
3.37,0.58,33.49,61.87,969.86,19.52,no
2.13,0.92,28.37,36.8,1099.21,19.69,no
0.27,1.81,34.25,56.27,1012.49,21.03,no
3.58,1.78,28.27,68.89,1067.91,21.26,no
4.83,1.08,29.68,39.29,1088.91,19.91,no
4.15,0.61,22.76,38.0,999.58,19.68,no
4.25,0.81,34.63,55.37,1055.23,20.16,no
4.33,1.66,34.23,56.12,1089.47,20.89,no
2.22,0.47,22.64,36.86,997.08,19.47,no
2.97,0.26,32.53,39.91,976.59,19.26,no
1.4,1.26,24.19,44.39,997.07,19.66,no
4.43,1.62,32.14,46.0,1045.46,19.29,no
0.45,0.38,22.7,66.79,920.69,20.64,no
0.25,1.35,30.46,37.64,1092.54,19.22,no
0.73,0.57,26.49,54.83,964.6,20.03,no
4.43,1.72,30.87,49.2,1086.18,21.16,no
3.5,1.74,25.62,48.21,1064.5,20.33,no
4.27,0.15,27.66,46.91,1057.47,20.61,no
0.53,0.41,28.8,58.38,1028.0,19.64,no
4.06,1.72,26.65,62.2,1015.49,20.34,no
3.78,1.77,31.49,44.4,944.75,20.92,no
1.5,0.63,23.35,34.45,949.65,19.32,no
0.72,1.89,22.48,32.2,1071.57,20.08,no
3.85,1.56,20.56,42.86,951.37,20.72,no
4.4,1.36,34.6,64.44,1031.31,21.18,no
3.65,1.87,20.11,38.51,974.69,20.59,no
1.25,0.62,28.29,65.3,908.29,19.43,no
4.61,1.48,23.17,56.9,965.31,20.58,no
3.72,0.46,30.0,53.48,1083.98,19.25,no
4.11,1.59,34.04,63.68,929.36,19.31,no
4.09,1.15,32.75,42.02,972.86,19.24,no
0.65,0.82,23.67,44.3,1098.16,19.46,no
1.37,1.46,28.5,67.71,913.58,20.91,no
2.47,1.12,28.0,52.6,930.16,19.55,no
2.35,0.4,28.22,68.97,1010.56,21.12,no
1.22,0.21,32.57,64.98,924.64,21.45,no
2.11,1.8,21.67,63.95,902.36,21.45,no
2.28,1.14,29.0,48.73,1045.32,20.04,no
2.52,0.96,26.48,52.07,1039.25,20.19,no
4.5,0.5,22.59,45.62,1097.62,19.92,no
4.49,0.77,27.23,40.96,1093.13,21.0,no
1.86,1.01,32.6,55.35,968.19,19.43,no
1.44,0.93,33.28,47.77,944.31,19.8,no
2.49,0.65,31.86,43.99,1069.87,21.43,no
0.3,0.31,33.9,31.88,1044.04,19.74,no
0.76,0.48,20.44,61.16,1075.46,21.4,no
0.77,0.21,20.61,61.57,921.55,19.25,no
1.35,1.33,29.51,37.22,901.88,20.27,no
3.32,1.29,34.8,56.77,1017.12,21.26,no
3.43,0.95,30.41,50.84,1088.11,21.19,no
3.18,1.65,23.5,40.29,1058.94,21.31,no
0.97,1.46,23.62,45.94,1087.93,19.69,no
3.41,0.34,24.52,57.81,939.22,20.61,no
3.08,1.81,31.67,32.84,903.75,20.31,no
0.81,0.98,28.15,57.34,932.65,19.02,no
2.3,0.72,22.16,47.05,964.2,19.5,no
4.36,0.38,23.41,35.92,994.78,19.02,no
1.95,0.8,34.42,48.71,1069.16,19.06,no
3.92,0.24,33.56,34.37,967.32,20.24,no
3.47,0.94,25.99,44.51,945.32,19.24,no
2.28,1.53,34.43,35.66,959.3,20.07,no
0.83,0.32,24.72,33.91,1009.01,20.21,no
2.04,0.35,23.02,39.04,1092.91,19.61,no
1.38,0.3,33.83,39.37,1031.59,20.19,no
0.78,0.95,29.02,63.93,924.6,21.24,no
2.96,0.77,25.11,38.74,922.56,19.21,no
4.97,1.38,20.81,63.61,1033.35,20.99,no
1.8,0.82,32.04,34.04,992.48,19.16,no
1.19,0.28,26.31,62.44,960.78,20.59,no
1.67,1.43,27.21,67.86,1028.34,20.62,no
0.72,1.68,25.51,50.61,1091.97,19.21,no
0.9,0.2,31.93,35.29,1083.03,19.73,no
3.19,0.91,20.7,54.26,1081.99,20.1,no
0.5,0.59,24.13,66.25,967.26,19.7,no
1.8,0.84,33.48,54.18,916.1,19.88,no
0.85,1.87,27.52,50.49,1077.33,20.74,no
0.71,0.44,29.1,30.36,1067.4,20.84,no
0.25,1.89,25.79,63.16,1058.68,21.38,no
1.78,0.88,30.04,35.51,964.32,19.26,no
4.65,1.47,34.85,69.22,953.13,19.64,no
4.79,0.3,20.76,43.05,1000.42,19.56,no
3.54,1.22,30.97,61.07,1055.16,19.02,no
4.62,1.84,31.27,41.82,940.76,19.04,no
3.62,1.81,20.46,65.49,1010.45,19.14,no
552.22,94.07,30.16,68.83,1012.93,21.13,CARBON MONOXIDE DANGER
609.97,77.03,30.46,68.63,1012.93,20.92,CARBON MONOXIDE DANGER
559.76,77.97,30.5,68.45,1012.94,20.93,CARBON MONOXIDE DANGER
583.64,78.28,30.51,68.49,1012.94,20.88,CARBON MONOXIDE DANGER
614.43,80.79,30.52,68.64,1012.93,20.83,CARBON MONOXIDE DANGER
571.62,80.16,30.54,68.48,1012.95,20.83,CARBON MONOXIDE DANGER
585.37,80.48,30.56,68.38,1012.91,20.83,CARBON MONOXIDE DANGER
591.46,78.59,30.58,68.32,1012.92,20.82,CARBON MONOXIDE DANGER
565.67,78.59,30.58,68.26,1012.9,20.84,CARBON MONOXIDE DANGER
564.82,79.85,30.61,68.18,1012.95,20.83,CARBON MONOXIDE DANGER
565.67,79.53,30.61,68.16,1012.93,20.8,CARBON MONOXIDE DANGER
616.22,80.48,30.61,68.14,1012.93,20.79,CARBON MONOXIDE DANGER
575.04,78.28,30.61,68.25,1012.96,20.77,CARBON MONOXIDE DANGER
576.75,88.48,30.61,68.21,1012.95,20.78,CARBON MONOXIDE DANGER
571.62,78.91,30.63,68.15,1012.96,20.8,CARBON MONOXIDE DANGER
593.2,81.42,30.64,68.12,1012.95,20.81,CARBON MONOXIDE DANGER
592.33,83.65,30.65,68.17,1012.95,20.79,CARBON MONOXIDE DANGER
562.29,71.51,30.66,68.18,1012.96,20.81,CARBON MONOXIDE DANGER
580.19,87.51,30.66,68.21,1012.95,20.8,CARBON MONOXIDE DANGER
582.78,78.59,30.66,68.34,1012.97,20.8,CARBON MONOXIDE DANGER
566.52,82.37,30.67,68.3,1012.94,20.77,CARBON MONOXIDE DANGER
574.18,80.79,30.68,68.26,1012.94,20.79,CARBON MONOXIDE DANGER
568.21,81.11,30.69,68.19,1012.93,20.81,CARBON MONOXIDE DANGER
593.2,79.85,30.69,68.13,1012.94,20.81,CARBON MONOXIDE DANGER
575.04,81.74,30.7,68.1,1012.97,20.81,CARBON MONOXIDE DANGER
596.71,83.33,30.69,68.05,1012.96,20.81,CARBON MONOXIDE DANGER
612.64,82.69,30.69,68.04,1012.98,20.83,CARBON MONOXIDE DANGER
574.18,82.06,30.69,67.98,1012.97,20.81,CARBON MONOXIDE DANGER
581.05,80.16,30.71,68.01,1012.97,20.79,CARBON MONOXIDE DANGER
570.77,86.86,30.72,68.01,1012.95,20.78,CARBON MONOXIDE DANGER
599.34,88.81,30.72,67.95,1012.95,20.81,CARBON MONOXIDE DANGER
